,tweet
3492,"['part', 'ny', 'mandate', 'ppl', 'wear', 'mask', 'eating', 'drinking']"
3493,"['mark', 'zuckerberg', 'think', 'encouraging', 'people', 'wear', 'one', 'mask', 'agree']"
3494,"['funnily', 'texas', 'starting', 'ask', 'aid', 'minority', 'arent', 'one', 'dying', 'covid', 'went', 'trader', 'joes', 'wa', 'one', 'main', 'people', 'wearing', 'mask']"
3495,"['yall', 'wearing', 'yall', 'mask', 'yall', 'driving']"
3496,"['additional', 'n', 'mask', 'cleverly', 'worded', 'make', 'general', 'public', 'think', 'youve', 'already', 'provided', 'ha', 'n', 'wont', 'arriving', 'week', 'amp', 'allowed', 'wear', 'mask', 'flimsy', 'blue', 'one', 'provided', 'unsafeschools']"
3497,"['gregabbott', 'sign', 'law', 'say', 'mask', 'required', 'gregabbott', 'refuse', 'covid', 'restriction', 'gregabbott', 'help', 'texas', 'burn', 'allotted', 'covid', 'supply', 'begs', 'help', 'gregabbott', 'kill', 'texan']"
3498,"['youre', 'supposed', 'wear', 'mask', 'drinking', 'eating', 'check', 'cdc', 'guideline', 'doesnt', 'matter', 'support', 'people', 'like', 'aoc', 'wont', 'quarantine', 'distance', 'mask']"
3499,"['hear', 'fauci', 'say', 'thing', 'course', 'tell', 'people', 'wear', 'mask', 'march', 'sure', 'shamed', 'people', 'wearing', 'mask', 'wear', 'mask', 'outside', 'alone', 'car']"
3500,"['bad', 'texas', 'govt', 'didnt', 'request', 'mask', 'vaccination', 'site', 'testing', 'supply', 'mandate', 'vaccine', 'beginning', 'would', 'almost', 'million', 'covid', 'case', 'death', 'ignorance', 'bliss']"
3501,"['yeah', 'im', 'sure', 'issue', 'regarding', 'mask', 'wearing', 'outdoor', 'cafe', 'drinking', 'someone', 'ha', 'trust', 'relationship', 'built', 'around', 'covid', 'health', 'one', 'else', 'around', 'vaxxed', 'wazoo', 'indoor', 'work', 'mandate', 'relevant', 'foot']"
3502,"['watching', 'baby', 'get', 'sick', 'make', 'feel', 'like', 'youve', 'failed', 'parent', 'didnt', 'sleep', 'infant', 'positive', 'test', 'wa', 'sick', 'amp', 'wa', 'dad', 'caring', 'wa', 'doubly', 'stressful', 'vaxxedboosted', 'wore', 'mask', 'barely', 'left', 'house', 'still', 'got', 'covid']"
3503,"['kid', 'district', 'west', 'mi', 'sent', 'email', 'removing', 'mask', 'mandate', 'starting', 'christmas', 'break', 'month', 'ago', 'close', 'week', 'covid', 'im', 'assuming', 'closed', 'soon']"
3504,"['town', 'north', 'bergen', 'issue', 'mask', 'mandate', 'expands', 'covid', '19', 'testing', 'vaccination', 'lt', 'class', '=', 'tdpostsubtitlegtthe', 'township', 'ha', 'upped', 'ante', 'mitigate', 'virus', 'amid', 'recent', 'surgeltpgt', 'via']"
3505,"['guess', 'everyone', 'know', 'young', 'old', 'vaxed', 'boosted', 'careful', 'eating', 'side', 'resting', 'wearing', 'good', 'mask']"
3506,"['plz', 'wear', 'yall', 'mask', 'sht', 'getting', 'real']"
3507,"['wishing', 'well', 'yes', 'share', 'sentiment', 'wear', 'freaking', 'mask']"
3508,"['every', 'person', 'know', 'real', 'life', 'fully', 'vaccinated', 'wear', 'mask', 'still', 'covid', 'free', 'knock', 'wood']"
3509,"['got', 'shot', 'got', 'covid', 'least', 'already', 'mask', 'wearing', 'fit', 'healthy', 'set', 'chair', 'cluster', 'sometimes', 'gotta', 'live', 'life', 'firework']"
3510,"['feel', 'like', 'people', 'wearing', 'mask', 'underneath', 'nose', 'like', 'way', 'normalized', 'reason', 'please', 'publicly', 'shaming', 'ppl', 'lol']"
3511,"['top', 'working', 'covid', 'meant', 'daily', 'testing', 'well', 'hour', 'wearing', 'mask', 'goggles', 'wa', 'miserable', 'wa', 'drinking', 'sleeping', 'le', 'wasnt', 'great', 'mood', 'ha', 'improved', 'dramatically', 'since', 'finishing', 'im', 'still', 'proud', 'work']"
3512,"['youre', 'supposed', 'wear', 'mask', 'drinking', 'eating', 'check', 'cdc', 'guideline', 'doesnt', 'matter', 'support', 'people', 'like', 'aoc', 'wont', 'quarantine', 'distance', 'mask']"
3513,"['however', 'great', 'people', 'wont', 'wear', 'damn', 'mask']"
3514,"['one', 'theater', 'wearing', 'mask', 'im', 'gonna', 'keel']"
3515,"['district', 'cant', 'require', 'mask', 'said', 'around', 'half', 'people', 'wear', 'everyone', 'going', 'show', 'immediately', 'get', 'sick', 'like', 'dont', 'even', 'wait', 'lunch', 'real', 'bad', 'worry', 'classmate', 'teacher', 'school', 'everywhere']"
3516,"['wearing', 'mask', 'science', 'denier']"
3517,"['course', 'wore', 'mask', 'medical', 'procedure', 'prior', 'covid', 'saying', 'doctor', 'didnt']"
3518,"['postal', 'service', 'employee', 'required', 'wear', 'cloth', 'face', 'covering', 'mask', 'mandatory', 'support', 'local', 'state', 'face', 'covering', 'directive', 'order', 'facility', 'social', 'distancing', 'cannot', 'maintained']"
3519,"['im', 'literally', 'omw', 'parent', 'house', 'called', 'tell', 'aunt', 'uncle', 'church', 'around', 'bunch', 'maskless', 'unvaccinated', 'people', 'coming', 'wear', 'mask', 'mocked', 'following', 'public', 'health', 'guideline']"
3520,"['japanese', 'people', 'wear', 'mask', 'cannot', 'judged', 'friend', 'passersby', 'thats', 'better']"
3521,"['jh', 'told', 'u', 'wear', 'mask', 'wa', 'wrong', 'month', 'month', 'month']"
3522,"['hell', 'protect', 'u', 'would', 'wear', 'mask', 'hell', 'sitting', 'behind', 'resolute', 'desk', 'responsible', 'death', 'covid']"
3523,"['hope', 'u', 'feel', 'better', 'soon', 'bro', 'wear', 'mask', 'stay', 'safe', 'hope', 'u', 'recover', 'soon']"
3524,"['watching', 'timessquare', 'livestream', 'many', 'people', 'mask', 'masked', 'pulled', 'guess', 'way', 'stop', 'mess', 'new', 'covid', 'case', 'reported', 'new', 'york', 'today', 'balldrop', 'nyc', 'newyorkcity', 'covidvariant', 'nye']"
3525,"['watching', 'antivax', 'antimask', 'family', 'member', 'get', 'covid', 'second', 'time', 'question', 'havent', 'gotten', 'gee', 'idea']"
3526,"['im', 'sad', 'ended', 'covid', 'new', 'year', 'eve', 'wa', 'careful', 'year', 'wearing', 'mask', 'traveling', 'opportunity', 'getting', 'vaccinated', 'wa', 'careful', 'anytime', 'went']"
3527,"['two', 'young', 'boy', 'hubby', 'work', 'er', 'exposed', 'lot', 'covid', 'pt', 'also', 'vegan', 'wfpb', 'surrounded', 'anti', 'vaxx', 'amp', 'anti', 'mask', 'pgh']"
3528,"['exactly', 'crazy', 'pandemic', 'tho', 'vivid', 'memory', 'returning', 'merika', 'asia', 'beginning', 'wa', 'wearing', 'mask', 'solo', 'san', 'fran', 'airport', 'getting', 'terrible', 'look', 'month', 'later', 'cali', 'wa', 'shutting', 'full', 'circle']"
3529,"['state', 'ha', 'day', 'mask', 'mandate', 'get', 'u', 'holiday', 'people', 'wear', 'frustrating', 'bare', 'minimum', 'many', 'people', 'cant', 'bothered']"
3530,"['everyone', 'wear', 'mask', 'clearly', 'stop', 'giving', 'misinformation', 'somehow', 'wearing', 'mask', 'gonna', 'keep', 'covid', 'free', 'true']"
3531,"['thats', 'biproduct', 'main', 'objective', 'get', 'everybody', 'wear', 'mask', 'earthbound', 'grayhuman', 'telepathic', 'hybrid', 'live', 'among', 'u', 'amp', 'fit', 'im', 'thinking', 'mass', 'global', 'ufo', 'sighting', 'u', 'distract', 'amp', 'say', 'might', 'space', 'force', 'exercise']"
3532,"['know', 'omicron', 'surging', 'grocery', 'store', 'busy', 'half', 'unmasked', 'wear', 'mask', 'nobody', 'mistake', 'inconsiderate', 'republican', 'maga', 'asshole', 'im', 'tired', 'wearing', 'mask', 'im', 'tired', 'antimaskers', 'im', 'tired', 'antivaxxers', 'im', 'tired', 'covid']"
3533,"['friend', 'tell', 'story', 'co', 'id', 'positive', 'friend', 'went', 'mask', 'party', 'given', 'denier', 'young', 'stupid', 'heard', 'wa', 'free', 'drink', 'anyway', 'mentioned', 'party', 'full', 'brave', 'anti', 'masker', 'anti', 'vaxxers', 'tested', 'covid', 'positive', '2']"
3534,"['year', 'old', 'asthmatic', 'daughter', 'started', 'secondary', 'desperate', 'fit', 'suggesting', 'wear', 'mask', 'one', 'else', 'keep', 'others', 'safe', 'public', 'health', 'crisis', 'sound', 'legit']"
3535,"['example', 'cdc', 'say', 'cloth', 'mask', 'useless', 'n', 'pushed', 'including', 'kid', 'everywhere', 'see', 'people', 'wearing', 'mask', 'nose', 'taking', 'frequently', 'show', 'sensible', 'people', 'getting', 'life', 'ignoring', 'lot']"
3536,"['still', 'wearing', 'mask', 'beach']"
3537,"['go', 'new', 'office', 'although', 'mask', 'policy', 'one', 'wa', 'wearing', 'mask', 'frustrating']"
3538,"['aoc', 'leaf', 'ny', 'fend', 'covid', 'explosion', 'vacay', 'sunny', 'florida', 'sans', 'mask', 'public', 'somebody', 'owes', 'ted', 'cruz', 'apology']"
3539,"['mom', 'sent', 'email', 'excited', 'bc', 'tldr', 'black', 'licorice', 'help', 'prevent', 'covid', 'like', 'none', 'family', 'wear', 'mask', 'vaccinated', 'think', 'covid', 'big', 'deal', 'lol', 'bro']"
3540,"['vaccinated', 'eating', 'outdoors', 'supposed', 'wear', 'mask', 'unvaccinated', 'eating', 'outdoors', 'eat', 'mask', 'whats', 'point', 'post']"
3541,"['doubt', 'mind', 'covid', 'still', 'u', 'moron', 'antivax', 'anti', 'mask', 'movement']"
3542,"['currently', 'shit', 'mild', 'making', 'please', 'wear', 'mask', 'wash', 'yo', 'hand', 'get', 'damn', 'vaccine']"
3543,"['alabama', 'low', 'quality', 'im', 'doctor', 'multiple', 'people', 'asking', 'covid', 'test', 'doctor', 'arent', 'even', 'wearing', 'mask', 'yall', 'nasty']"
3544,"['send', 'style', 'light', 'night', 'skiing', 'begin', 'tomorrow', 'night', 'start', 'mountain', 'music', 'series', 'feat', 'massy', 'ferguson', 'pm', 'pm', 'limited', 'capacity', 'please', 'remember', 'wear', 'mask', 'seated', 'table', 'eating', 'drinking']"
3545,"['gonna', 'test', 'wear', 'mask', 'rest', 'life', 'fuck']"
3546,"['wearing', 'mask', 'science', 'denier']"
3547,"['mom', 'sent', 'email', 'excited', 'bc', 'tldr', 'black', 'licorice', 'help', 'prevent', 'covid', 'like', 'none', 'family', 'wear', 'mask', 'vaccinated', 'think', 'covid', 'big', 'deal', 'lol', 'bro']"
3548,"['aoc', 'leaf', 'ny', 'fend', 'covid', 'explosion', 'vacay', 'sunny', 'florida', 'sans', 'mask', 'public', 'somebody', 'owes', 'ted', 'cruz', 'apology']"
3549,"['go', 'new', 'office', 'although', 'mask', 'policy', 'one', 'wa', 'wearing', 'mask', 'frustrating']"
3550,"['still', 'wearing', 'mask', 'beach']"
3551,"['example', 'cdc', 'say', 'cloth', 'mask', 'useless', 'n', 'pushed', 'including', 'kid', 'everywhere', 'see', 'people', 'wearing', 'mask', 'nose', 'taking', 'frequently', 'show', 'sensible', 'people', 'getting', 'life', 'ignoring', 'lot']"
3552,"['yall', 'fun', 'tho', 'safe', 'wear', 'mask']"
3553,"['year', 'old', 'asthmatic', 'daughter', 'started', 'secondary', 'desperate', 'fit', 'suggesting', 'wear', 'mask', 'one', 'else', 'keep', 'others', 'safe', 'public', 'health', 'crisis', 'sound', 'legit']"
3554,"['know', 'omicron', 'surging', 'grocery', 'store', 'busy', 'half', 'unmasked', 'wear', 'mask', 'nobody', 'mistake', 'inconsiderate', 'republican', 'maga', 'asshole', 'im', 'tired', 'wearing', 'mask', 'im', 'tired', 'antimaskers', 'im', 'tired', 'antivaxxers', 'im', 'tired', 'covid']"
3555,"['thats', 'biproduct', 'main', 'objective', 'get', 'everybody', 'wear', 'mask', 'earthbound', 'grayhuman', 'telepathic', 'hybrid', 'live', 'among', 'u', 'amp', 'fit', 'im', 'thinking', 'mass', 'global', 'ufo', 'sighting', 'u', 'distract', 'amp', 'say', 'might', 'space', 'force', 'exercise']"
3556,"['everyone', 'wear', 'mask', 'clearly', 'stop', 'giving', 'misinformation', 'somehow', 'wearing', 'mask', 'gonna', 'keep', 'covid', 'free', 'true']"
3557,"['state', 'ha', 'day', 'mask', 'mandate', 'get', 'u', 'holiday', 'people', 'wear', 'frustrating', 'bare', 'minimum', 'many', 'people', 'cant', 'bothered']"
3558,"['exactly', 'crazy', 'pandemic', 'tho', 'vivid', 'memory', 'returning', 'merika', 'asia', 'beginning', 'wa', 'wearing', 'mask', 'solo', 'san', 'fran', 'airport', 'getting', 'terrible', 'look', 'month', 'later', 'cali', 'wa', 'shutting', 'full', 'circle']"
3559,"['two', 'young', 'boy', 'hubby', 'work', 'er', 'exposed', 'lot', 'covid', 'pt', 'also', 'vegan', 'wfpb', 'surrounded', 'anti', 'vaxx', 'amp', 'anti', 'mask', 'pgh']"
3560,"['im', 'sad', 'ended', 'covid', 'new', 'year', 'eve', 'wa', 'careful', 'year', 'wearing', 'mask', 'traveling', 'opportunity', 'getting', 'vaccinated', 'wa', 'careful', 'anytime', 'went']"
3561,"['watching', 'antivax', 'antimask', 'family', 'member', 'get', 'covid', 'second', 'time', 'question', 'havent', 'gotten', 'gee', 'idea']"
3562,"['friend', 'tell', 'story', 'co', 'id', 'positive', 'friend', 'went', 'mask', 'party', 'given', 'denier', 'young', 'stupid', 'heard', 'wa', 'free', 'drink', 'anyway', 'mentioned', 'party', 'full', 'brave', 'anti', 'masker', 'anti', 'vaxxers', 'tested', 'covid', 'positive', '2']"
3563,"['watching', 'timessquare', 'livestream', 'many', 'people', 'mask', 'masked', 'pulled', 'guess', 'way', 'stop', 'mess', 'new', 'covid', 'case', 'reported', 'new', 'york', 'today', 'balldrop', 'nyc', 'newyorkcity', 'covidvariant', 'nye']"
3564,"['staying', 'home', 'tonight', 'tomorrow', 'day', 'tomorrow', 'wear', 'mask', 'glove', 'hat', 'practice', 'distancing', 'whenever']"
3565,"['wear', 'mask', 'almost', 'everyday']"
3566,"['vaccinated', 'eating', 'outdoors', 'supposed', 'wear', 'mask', 'unvaccinated', 'eating', 'outdoors', 'eat', 'mask', 'whats', 'point', 'post']"
3567,"['district', 'cant', 'require', 'mask', 'said', 'around', 'half', 'people', 'wear', 'everyone', 'going', 'show', 'immediately', 'get', 'sick', 'like', 'dont', 'even', 'wait', 'lunch', 'real', 'bad', 'worry', 'classmate', 'teacher', 'school', 'everywhere']"
3568,"['however', 'great', 'people', 'wont', 'wear', 'damn', 'mask']"
3569,"['cant', 'believe', 'im', 'one', 'wearing', 'mask', 'new', 'year', 'party', 'smh']"
3570,"['one', 'important', 'reason', 'need', 'part', 'get', 'vaccinated', 'amp', 'boosted', 'wear', 'high', 'quality', 'mask', 'create', 'social', 'distance', 'appropriate', 'together']"
3571,"['part', 'ny', 'mandate', 'ppl', 'wear', 'mask', 'eating', 'drinking']"
3572,"['mark', 'zuckerberg', 'think', 'encouraging', 'people', 'wear', 'one', 'mask', 'agree']"
3573,"['funnily', 'texas', 'starting', 'ask', 'aid', 'minority', 'arent', 'one', 'dying', 'covid', 'went', 'trader', 'joes', 'wa', 'one', 'main', 'people', 'wearing', 'mask']"
3574,"['well', 'criticized', 'wearing', 'mask', 'drink']"
3575,"['yall', 'wearing', 'yall', 'mask', 'yall', 'driving']"
3576,"['gregabbott', 'sign', 'law', 'say', 'mask', 'required', 'gregabbott', 'refuse', 'covid', 'restriction', 'gregabbott', 'help', 'texas', 'burn', 'allotted', 'covid', 'supply', 'begs', 'help', 'gregabbott', 'kill', 'texan']"
3577,"['chinese', 'wearing', 'mask', 'year', 'stop', 'spread', 'airborne', 'pathogen', 'concerned', 'much', 'fighting', 'virus', 'world', 'fighting']"
3578,"['hear', 'fauci', 'say', 'thing', 'course', 'tell', 'people', 'wear', 'mask', 'march', 'sure', 'shamed', 'people', 'wearing', 'mask', 'wear', 'mask', 'outside', 'alone', 'car']"
3579,"['bad', 'texas', 'govt', 'didnt', 'request', 'mask', 'vaccination', 'site', 'testing', 'supply', 'mandate', 'vaccine', 'beginning', 'would', 'almost', 'million', 'covid', 'case', 'death', 'ignorance', 'bliss']"
3580,"['yeah', 'im', 'sure', 'issue', 'regarding', 'mask', 'wearing', 'outdoor', 'cafe', 'drinking', 'someone', 'ha', 'trust', 'relationship', 'built', 'around', 'covid', 'health', 'one', 'else', 'around', 'vaxxed', 'wazoo', 'indoor', 'work', 'mandate', 'relevant', 'foot']"
3581,"['reminding', 'today', 'last', 'day', 'dealing', 'rich', 'mesh', 'mask', 'wearing', 'woman', 'pulling', 'mask', 'asking', 'baccarat', 'rouge', 'bitch', 'guess', 'doe']"
3582,"['shes', 'actually', 'covid', 'right', 'new', 'hohum', 'another', 'day', 'bit', 'common', 'people', 'get', 'worried', 'thats', 'problem', 'wear', 'mask', 'protect', 'others', 'real', 'sheep', 'believed', 'charlatan', 'sycophantic', 'minion']"
3583,"['governor', 'florida', 'mandate', 'support', 'mask', 'mandate', 'wear', 'mask', 'state', 'florida']"
3584,"['additional', 'n', 'mask', 'cleverly', 'worded', 'make', 'general', 'public', 'think', 'youve', 'already', 'provided', 'ha', 'n', 'wont', 'arriving', 'week', 'amp', 'allowed', 'wear', 'mask', 'flimsy', 'blue', 'one', 'provided', 'unsafeschools']"
3585,"['hope', 'u', 'feel', 'better', 'soon', 'bro', 'wear', 'mask', 'stay', 'safe', 'hope', 'u', 'recover', 'soon']"
3586,"['hate', 'people', 'come', 'job', 'ask', 'arent', 'wearing', 'mask', 'bitch']"
3587,"['refuse', 'wear', 'mask', 'instantly', 'become', 'vomit', 'inducing', 'ugly']"
3588,"['vaccinated', 'sophie', 'booster', 'shot', 'ever', 'tested', 'organized', 'rat', 'wear', 'mask', 'sometimes', 'family', 'able', 'take', 'measure', 'protect', 'amp', 'others', 'covid', 'statistic', 'count']"
3589,"['triple', 'vaxxed', 'waiting', 'word', 'th', 'th', 'needed', 'wear', 'mask', 'always', 'except', 'outside']"
3590,"['yes', 'husband', 'year', 'old', 'still', 'thing', 'make', 'sure', 'careful', 'husband', 'even', 'drive', 'uber', 'weekend', 'austin', 'requires', 'everyone', 'wear', 'mask', 'bitch', 'cancel', 'ride', 'kick', 'curb']"
3591,"['wishing', 'dad', 'didnt', 'invite', 'unvaxxed', 'fam', 'member', 'least', 'mom', 'wearing', 'mask', 'theyre', 'far', 'still']"
3592,"['young', 'ppl', 'taking', 'seriously', 'vaxed', 'case', 'test', 'whole', 'family', 'bc', 'daughter', 'bfs', 'brother', 'wont', 'wear', 'maskstay', 'home', 'like', 'stupid', 'stuff', 'party', 'bro', 'tested', 'u', 'exposed', 'via', 'bf', 'bf', 'dropped', 'present', 'min']"
3593,"['doubt', 'mind', 'covid', 'still', 'u', 'moron', 'antivax', 'anti', 'mask', 'movement']"
3594,"['think', 'aoc', 'ha', 'supported', 'policy', 'requires', 'people', 'wear', 'mask', 'eating', 'hahahahahaha']"
3595,"['like', 'teenager', 'wearing', 'face', 'mask', 'chin']"
3596,"['lol', 'move', 'goal', 'post', 'weve', 'vaccine', 'year', 'wear', 'mask', 'inside', 'able', 'walk', 'restaurant', 'without', 'one', 'city', 'kept', 'restaurant', 'closed', 'longer', 'city', 'ensure', 'social', 'distancing']"
3597,"['dont', 'always', 'wear', 'mask', 'protect']"
3598,"['meanwhile', 'dont', 'wear', 'mask', 'protect']"
3599,"['u', 'wear', 'mask', 'u', 'naver', 'happy', 'mask']"
3600,"['hope', 'two', 'okay', 'feel', 'better', 'soon', 'im', 'tail', 'end', 'well', 'point', 'cant', 'blame', 'cautious', 'much', 'get', 'around', 'vaccination', 'people', 'wont', 'wear', 'mask', 'protect', 'others']"
3601,"['triple', 'vaxxed', 'never', 'stopped', 'wearing', 'mask', 'indoors', 'far', 'good']"
3602,"['would', 'let', 'put', 'surgical', 'mask', 'n', 'ive', 'place', 'make', 'take', 'new', 'mask', 'put', 'theyve', 'never', 'said', 'anything', 'put', 'one', 'im', 'wearing']"
3603,"['service', 'worker', 'vaxed', 'wearing', 'mask', 'celebrity', 'arent', 'covid', '19', 'class', 'warfare', 'wake', 'vaxed', 'get', 'tested', 'every', 'three', 'day', 'doesnt', 'matter', 'vaccinated', 'honey']"
3604,"['piece', 'trash', 'sent', 'executive', 'order', 'stopping', 'mask', 'mandate', 'filed', 'multiple', 'suit', 'block', 'vaccination', 'mandate', 'downplayed', 'danger', 'covid', 'everything', 'possible', 'hinder', 'biden', 'action', 'fucker', 'want', 'help']"
3605,"['doe', 'die', 'hard', 'mask', 'wearing', 'liberal', 'think', 'past', 'two', 'year', 'really', 'think', 'virus', 'threat', 'party', 'hand', 'manipulating', 'dem', 'voter', 'say', 'behind', 'closed', 'door']"
3606,"['doctor', 'need', 'people', 'speak', 'want', 'vax', 'ask', 'dont', 'want', 'wear', 'mask', 'able', 'need', 'joe', 'schmo', 'speaking', 'behalf', 'personal', 'health']"
3607,"['went', 'bar', 'nyc', 'week', 'wa', 'packed', 'nobody', 'wearing', 'mask', 'nobody', 'checking', 'vac', 'card', 'deblasios', 'word', 'ring', 'hollow', 'nyc', 'people']"
3608,"['blood', 'hand', 'maybe', 'let', 'kid', 'wear', 'mask', 'school', 'huh']"
3609,"['seen', 'mask', 'wear', 'warm', 'smile', 'mask', 'pain', 'shield', 'may', 'afflicted', 'apparent', 'weakness']"
3610,"['anyone', 'get', 'mad', 'wearing', 'mask', 'im', 'im', 'going', 'tell', 'covid', 'get', 'mad']"
3611,"['gem', 'amp', 'wear', 'yalls', 'mask', 'tonight']"
3612,"['maybe', 'compassion', 'wife', 'protected', 'wearing', 'mask']"
3613,"['literally', 'every', 'single', 'guy', 'buy', 'one', 'pressed', 'choice', 'vehicle', 'resort', 'kid', 'get', 'tboned', 'semi', 'argument', 'likelier', 'guy', 'wont', 'vaxxed', 'wont', 'wear', 'mask']"
3614,"['hell', 'protect', 'u', 'would', 'wear', 'mask', 'hell', 'sitting', 'behind', 'resolute', 'desk', 'responsible', 'death', 'covid']"
3615,"['jh', 'told', 'u', 'wear', 'mask', 'wa', 'wrong', 'month', 'month', 'month']"
3616,"['japanese', 'people', 'wear', 'mask', 'cannot', 'judged', 'friend', 'passersby', 'thats', 'better']"
3617,"['im', 'literally', 'omw', 'parent', 'house', 'called', 'tell', 'aunt', 'uncle', 'church', 'around', 'bunch', 'maskless', 'unvaccinated', 'people', 'coming', 'wear', 'mask', 'mocked', 'following', 'public', 'health', 'guideline']"
3618,"['postal', 'service', 'employee', 'required', 'wear', 'cloth', 'face', 'covering', 'mask', 'mandatory', 'support', 'local', 'state', 'face', 'covering', 'directive', 'order', 'facility', 'social', 'distancing', 'cannot', 'maintained']"
3619,"['course', 'wore', 'mask', 'medical', 'procedure', 'prior', 'covid', 'saying', 'doctor', 'didnt']"
3620,"['got', 'backing', 'dancer', 'yes', 'theyre', 'dont', 'worry', 'theyll', 'wearing', 'mask', 'face']"
3621,"['one', 'theater', 'wearing', 'mask', 'im', 'gonna', 'keel']"
3622,"['aaanndddd', 'feeling', 'surge', 'ok', 'wash', 'hand', 'wear', 'mask', 'want', 'able', 'travel']"
3623,"['corsi', 'box', 'kid', 'wear', 'mask', 'time', 'change', 'lunch', 'room', 'outdoors', 'eg', 'picnic', 'table', 'smaller', 'class']"
3624,"['covid', 'case', 'time', 'high', 'im', 'seeing', 'people', 'without', 'mask', 'point', 'pandemic', 'several', 'coughing', 'lung', 'really', 'ignorance', 'malice']"
3625,"['ok', 'explain', 'never', 'go', 'except', 'school', 'wear', 'mask', 'even', 'lunch', 'yet', 'got', 'covid']"
3626,"['postal', 'service', 'employee', 'required', 'wear', 'cloth', 'face', 'covering', 'mask', 'mandatory', 'support', 'local', 'state', 'face', 'covering', 'directive', 'order', 'facility', 'social', 'distancing', 'cannot', 'maintained']"
3627,"['celebrating', 'kind', 'way', 'today', 'must', 'drink', 'etc', 'please', 'drive', 'designate', 'driver', 'arrive', 'care', 'absolutely', 'wear', 'mask', 'glove', 'full', 'hazmat', 'suit', 'whatever', 'within', 'reason', 'law', 'try', 'remain', 'safe', 'healthy']"
3628,"['work', 'canada', 'never', 'real', 'lockdown', 'mask', 'mandate', 'get', 'shot', 'cant', 'get', 'covid', 'turned', 'bullshit']"
3629,"['masculine', 'urge', 'wear', 'mask', 'significant', 'doe']"
3630,"['masculine', 'urge', 'wear', 'mask', 'significant', 'doe']"
3631,"['hope', 'two', 'okay', 'feel', 'better', 'soon', 'im', 'tail', 'end', 'well', 'point', 'cant', 'blame', 'cautious', 'much', 'get', 'around', 'vaccination', 'people', 'wont', 'wear', 'mask', 'protect', 'others']"
3632,"['doe', 'die', 'hard', 'mask', 'wearing', 'liberal', 'think', 'past', 'two', 'year', 'really', 'think', 'virus', 'threat', 'party', 'hand', 'manipulating', 'dem', 'voter', 'say', 'behind', 'closed', 'door']"
3633,"['hope', 'two', 'okay', 'feel', 'better', 'soon', 'im', 'tail', 'end', 'well', 'point', 'cant', 'blame', 'cautious', 'much', 'get', 'around', 'vaccination', 'people', 'wont', 'wear', 'mask', 'protect', 'others']"
3634,"['u', 'wear', 'mask', 'u', 'naver', 'happy', 'mask']"
3635,"['meanwhile', 'dont', 'wear', 'mask', 'protect']"
3636,"['doctor', 'need', 'people', 'speak', 'want', 'vax', 'ask', 'dont', 'want', 'wear', 'mask', 'able', 'need', 'joe', 'schmo', 'speaking', 'behalf', 'personal', 'health']"
3637,"['dont', 'always', 'wear', 'mask', 'protect']"
3638,"['like', 'teenager', 'wearing', 'face', 'mask', 'chin']"
3639,"['think', 'aoc', 'ha', 'supported', 'policy', 'requires', 'people', 'wear', 'mask', 'eating', 'hahahahahaha']"
3640,"['got', 'backing', 'dancer', 'yes', 'theyre', 'dont', 'worry', 'theyll', 'wearing', 'mask', 'face']"
3641,"['one', 'theater', 'wearing', 'mask', 'im', 'gonna', 'keel']"
3642,"['aaanndddd', 'feeling', 'surge', 'ok', 'wash', 'hand', 'wear', 'mask', 'want', 'able', 'travel']"
3643,"['corsi', 'box', 'kid', 'wear', 'mask', 'time', 'change', 'lunch', 'room', 'outdoors', 'eg', 'picnic', 'table', 'smaller', 'class']"
3644,"['covid', 'case', 'time', 'high', 'im', 'seeing', 'people', 'without', 'mask', 'point', 'pandemic', 'several', 'coughing', 'lung', 'really', 'ignorance', 'malice']"
3645,"['ok', 'explain', 'never', 'go', 'except', 'school', 'wear', 'mask', 'even', 'lunch', 'yet', 'got', 'covid']"
3646,"['postal', 'service', 'employee', 'required', 'wear', 'cloth', 'face', 'covering', 'mask', 'mandatory', 'support', 'local', 'state', 'face', 'covering', 'directive', 'order', 'facility', 'social', 'distancing', 'cannot', 'maintained']"
3647,"['celebrating', 'kind', 'way', 'today', 'must', 'drink', 'etc', 'please', 'drive', 'designate', 'driver', 'arrive', 'care', 'absolutely', 'wear', 'mask', 'glove', 'full', 'hazmat', 'suit', 'whatever', 'within', 'reason', 'law', 'try', 'remain', 'safe', 'healthy']"
3648,"['work', 'canada', 'never', 'real', 'lockdown', 'mask', 'mandate', 'get', 'shot', 'cant', 'get', 'covid', 'turned', 'bullshit']"
3649,"['seen', 'mask', 'wear', 'warm', 'smile', 'mask', 'pain', 'shield', 'may', 'afflicted', 'apparent', 'weakness']"
3650,"['top', 'working', 'covid', 'meant', 'daily', 'testing', 'well', 'hour', 'wearing', 'mask', 'goggles', 'wa', 'miserable', 'wa', 'drinking', 'sleeping', 'le', 'wasnt', 'great', 'mood', 'ha', 'improved', 'dramatically', 'since', 'finishing', 'im', 'still', 'proud', 'work']"
3651,"['feel', 'like', 'people', 'wearing', 'mask', 'underneath', 'nose', 'like', 'way', 'normalized', 'reason', 'please', 'publicly', 'shaming', 'ppl', 'lol']"
